date,zip,county,ROGSI,NULV,NUDL
5/3/2020,Z021,C10,3202.8929,2.5182,0.5615
5/3/2020,Z022,C07,4301.0067,2.811,0.4243
3/18/2020,Z021,C10,16807.1964,5.5282,1.2739
3/18/2020,Z022,C07,26971.4999,7.1837,1.4636
3/30/2020,Z021,C10,8672.1108,3.9896,0.3525
3/30/2020,Z022,C07,9400.7022,3.7473,0.3383
4/14/2020,Z021,C10,3745.9156,2.5206,0.2973
4/14/2020,Z022,C07,4261.1141,2.6041,0.1887
6/11/2020,Z021,C10,20630.5837,5.7415,1.522
6/11/2020,Z022,C07,24355.8084,5.7123,1.4175
4/2/2020,Z021,C10,8002.4169,3.895,0.6499
4/2/2020,Z022,C07,12205.5595,4.5695,0.4225
5/20/2020,Z021,C10,12167.9879,4.6661,0.9648
5/20/2020,Z022,C07,17358.3044,5.1867,0.9744
4/4/2020,Z021,C10,6156.757,3.5194,0.3518
4/4/2020,Z022,C07,5881.5187,3.2542,0.2781
5/30/2020,Z021,C10,7859.292,3.7657,0.5124
5/30/2020,Z022,C07,9741.5128,3.6055,0.4871
5/21/2020,Z021,C10,17163.3661,5.3922,1.3227
5/21/2020,Z022,C07,22653.5697,5.6458,1.2645
3/13/2020,Z021,C10,3917.84,2.1003,0.3058
3/13/2020,Z022,C07,6476.6841,2.3794,0.2332
4/18/2020,Z021,C10,3052.6866,2.5325,0.314
4/18/2020,Z022,C07,3572.7901,2.7987,0.1524
3/28/2020,Z021,C10,6625.6142,3.6856,0.3298
3/28/2020,Z022,C07,8438.1843,3.6787,0.3321
6/5/2020,Z021,C10,16632.9143,5.2057,1.275
6/5/2020,Z022,C07,23540.2749,5.6699,1.2953
3/23/2020,Z021,C10,5752.0097,3.4158,0.522
3/23/2020,Z022,C07,9155.684,3.9113,0.3508
5/7/2020,Z021,C10,17791.8872,5.8444,1.2034
5/7/2020,Z022,C07,21446.8178,5.8718,1.052
3/4/2020,Z021,C10,13712.1663,4.5627,1.2571
3/4/2020,Z022,C07,17609.7572,4.1521,0.6143
3/15/2020,Z021,C10,7199.2002,3.4043,0.4584
3/15/2020,Z022,C07,8687.6663,3.1138,0.3362
5/16/2020,Z021,C10,6935.0545,3.4783,0.7903
5/16/2020,Z022,C07,10777.8451,4.1576,0.5755
6/6/2020,Z021,C10,10916.4248,3.879,0.7581
6/6/2020,Z022,C07,13686.4999,4.1871,0.7392
5/2/2020,Z021,C10,4635.3896,3.05,0.6412
5/2/2020,Z022,C07,5500.1608,2.9822,0.4732
5/25/2020,Z021,C10,9978.484,4.6138,0.7219
5/25/2020,Z022,C07,11188.9999,4.2676,0.6845
5/26/2020,Z021,C10,10547.5959,4.1343,0.718
5/26/2020,Z022,C07,13792.1174,4.0831,0.632
6/7/2020,Z021,C10,5750.9797,3.0125,0.4511
6/7/2020,Z022,C07,5290.1171,2.8147,0.4063
3/25/2020,Z021,C10,6880.5464,3.7031,0.3168
3/25/2020,Z022,C07,7667.7767,3.4916,0.3689
4/12/2020,Z021,C10,3510.0736,3.2223,0.4748
4/12/2020,Z022,C07,5071.8997,3.5914,0.199
4/28/2020,Z021,C10,13810.1564,4.9024,0.9727
4/28/2020,Z022,C07,15704.6982,4.9398,0.9008
6/9/2020,Z021,C10,14100.9609,4.331,0.943
6/9/2020,Z022,C07,16991.5477,4.622,0.8524
6/13/2020,Z021,C10,16363.7941,4.9254,1.0628
6/13/2020,Z022,C07,17664.1119,5.0041,1.0977
3/22/2020,Z021,C10,4133.599,2.8776,0.4592
3/22/2020,Z022,C07,5710.67,3.3117,0.2706
5/14/2020,Z021,C10,11144.7302,3.8261,0.973
5/14/2020,Z022,C07,20593.6007,5.4442,0.8259
3/24/2020,Z021,C10,5366.6685,2.6725,0.5849
3/24/2020,Z022,C07,9318.8929,3.4632,0.3423
3/6/2020,Z021,C10,12611.6698,4.4432,0.7418
3/6/2020,Z022,C07,14651.9317,4.0768,0.5919
5/29/2020,Z021,C10,17507.2936,5.9628,1.0578
5/29/2020,Z022,C07,19218.5418,5.7723,1.0385
6/17/2020,Z021,C10,15561.783,4.9093,1.2481
6/17/2020,Z022,C07,22833.8264,5.9652,1.2431
5/11/2020,Z021,C10,15157.7706,5.4206,0.9107
5/11/2020,Z022,C07,16706.3846,5.2523,0.913
3/14/2020,Z021,C10,1798.0873,1.8158,0.2789
3/14/2020,Z022,C07,3234.1483,2.0728,0.173
4/16/2020,Z021,C10,4880.2607,2.4911,0.3468
4/16/2020,Z022,C07,6843.4437,2.9345,0.1919
5/17/2020,Z021,C10,7841.5148,3.9985,0.7812
5/17/2020,Z022,C07,10412.7022,4.4234,0.7337
3/16/2020,Z021,C10,11626.1409,4.126,0.6521
3/16/2020,Z022,C07,13458.8557,3.9157,0.4965
4/9/2020,Z021,C10,3346.0613,2.7591,0.5281
4/9/2020,Z022,C07,5749.1279,3.2983,0.2317
3/10/2020,Z021,C10,11234.0679,3.8907,0.6806
3/10/2020,Z022,C07,19567.37,4.4915,0.5938
3/17/2020,Z021,C10,14241.0826,4.8452,0.9862
3/17/2020,Z022,C07,20251.2755,5.5441,0.8267
4/21/2020,Z021,C10,11700.99,4.4729,0.9083
4/21/2020,Z022,C07,13608.4096,4.6832,0.8383
6/3/2020,Z021,C10,24468.4839,6.9938,1.7288
6/3/2020,Z022,C07,27437.1473,7.2219,1.6472
6/14/2020,Z021,C10,14936.1324,4.6682,1.1356
6/14/2020,Z022,C07,19073.0349,4.9516,1.1612
3/26/2020,Z021,C10,7068.5561,3.5463,0.4698
3/26/2020,Z022,C07,8090.9625,3.5053,0.4046
6/8/2020,Z021,C10,11235.3894,3.949,0.7046
6/8/2020,Z022,C07,12105.5701,3.5208,0.5816
5/8/2020,Z021,C10,13321.506,4.9054,0.9688
5/8/2020,Z022,C07,18435.388,5.383,0.9041
4/5/2020,Z021,C10,3764.3617,3.1796,0.2762
4/5/2020,Z022,C07,4630.1267,3.1645,0.1953
3/2/2020,Z021,C10,11156.8031,3.8973,0.6469
3/2/2020,Z022,C07,13824.3702,3.944,0.5222
5/24/2020,Z021,C10,11101.6748,4.5832,0.9114
5/24/2020,Z022,C07,16514.0635,5.0755,0.9134
5/10/2020,Z021,C10,10429.6239,4.2464,0.785
5/10/2020,Z022,C07,13650.8412,4.6207,0.7471
5/5/2020,Z021,C10,10660.4743,4.3301,1.0799
5/5/2020,Z022,C07,16047.3833,5.1442,0.9513
4/30/2020,Z021,C10,5004.0528,2.8487,0.5637
4/30/2020,Z022,C07,6958.7106,3.2859,0.2984
3/9/2020,Z021,C10,14919.7077,5.0435,0.6954
3/9/2020,Z022,C07,15938.1414,4.2459,0.5795
3/31/2020,Z021,C10,9321.5642,4.4386,0.4227
3/31/2020,Z022,C07,10498.0256,4.1649,0.4261
6/2/2020,Z021,C10,12302.9922,4.2748,0.7135
6/2/2020,Z022,C07,12822.4453,3.957,0.5664
4/25/2020,Z021,C10,11098.0866,4.9472,0.9125
4/25/2020,Z022,C07,12987.6012,5.1324,0.8291
3/20/2020,Z021,C10,8668.3273,3.5523,0.6336
3/20/2020,Z022,C07,13461.6769,4.0256,0.5681
4/22/2020,Z021,C10,10597.4997,4.6122,0.8843
4/22/2020,Z022,C07,13469.2983,4.6031,0.7945
5/4/2020,Z021,C10,13329.1412,5.0258,1.1424
5/4/2020,Z022,C07,17550.6467,5.2114,1.0976
5/13/2020,Z021,C10,5646.4094,2.782,0.6478
5/13/2020,Z022,C07,10536.0525,3.4668,0.3988
4/1/2020,Z021,C10,8947.6495,4.357,0.701
4/1/2020,Z022,C07,14785.9402,4.9913,0.6057
4/6/2020,Z021,C10,8724.7104,4.6395,0.4442
4/6/2020,Z022,C07,11573.1046,4.5325,0.3759
4/26/2020,Z021,C10,6708.0298,4.0441,0.7623
4/26/2020,Z022,C07,9388.0509,4.5753,0.6583
3/11/2020,Z021,C10,6447.101,2.2275,0.295
3/11/2020,Z022,C07,6358.7454,2.2089,0.2915
3/1/2020,Z021,C10,10207.7534,3.6541,0.576
3/1/2020,Z022,C07,11967.8189,3.3528,0.4984
4/15/2020,Z021,C10,3510.291,2.4732,0.4474
4/15/2020,Z022,C07,7950.3665,3.1172,0.1986
4/17/2020,Z021,C10,5173.1904,3.3166,0.2253
4/17/2020,Z022,C07,6706.8245,3.2199,0.2458
4/20/2020,Z021,C10,4127.186,2.5516,0.5205
4/20/2020,Z022,C07,6362.3571,3.062,0.3804
5/1/2020,Z021,C10,6822.5429,3.2125,0.7198
5/1/2020,Z022,C07,8641.7786,3.734,0.6103
3/3/2020,Z021,C10,12730.6001,3.7465,0.7916
3/3/2020,Z022,C07,16790.3816,4.0305,0.5792
6/10/2020,Z021,C10,9271.1834,3.5278,0.8023
6/10/2020,Z022,C07,13767.4786,3.9485,0.7251
4/3/2020,Z021,C10,7233.1544,3.6635,0.5217
4/3/2020,Z022,C07,10600.7982,3.9945,0.3563
4/10/2020,Z021,C10,5188.9408,3.1091,0.5573
4/10/2020,Z022,C07,8261.2601,3.5839,0.2899
5/31/2020,Z021,C10,5144.9788,3.3308,0.495
5/31/2020,Z022,C07,5679.7023,3.0061,0.4441
4/27/2020,Z021,C10,11230.7432,4.8607,0.9799
4/27/2020,Z022,C07,17798.9567,5.7411,1.0473
5/28/2020,Z021,C10,22290.6759,6.6683,1.3287
5/28/2020,Z022,C07,25111.5784,6.172,1.1735
3/21/2020,Z021,C10,6221.6348,3.377,0.561
3/21/2020,Z022,C07,8893.5603,3.7202,0.4011
3/19/2020,Z021,C10,9965.1734,4.3503,0.6071
3/19/2020,Z022,C07,10806.2147,4.1926,0.4881
5/12/2020,Z021,C10,6892.5041,3.3938,0.7901
5/12/2020,Z022,C07,8106.2128,3.5904,0.5712
6/15/2020,Z021,C10,16608.6621,4.864,1.1124
6/15/2020,Z022,C07,18002.1392,4.7804,1.0428
5/9/2020,Z021,C10,13983.557,5.0031,1.116
5/9/2020,Z022,C07,17470.2144,5.2502,1.151
5/19/2020,Z021,C10,11848.7517,4.6455,0.9341
5/19/2020,Z022,C07,13370.0812,4.6716,0.7965
3/5/2020,Z021,C10,14953.2763,4.634,0.7443
3/5/2020,Z022,C07,19799.6228,4.7037,0.7331
3/29/2020,Z021,C10,4439.3791,3.5221,0.4006
3/29/2020,Z022,C07,5245.9703,3.6515,0.2976
4/24/2020,Z021,C10,10510.4104,4.6801,0.8598
4/24/2020,Z022,C07,13644.5848,4.5136,0.7679
6/16/2020,Z021,C10,15568.1992,5.3351,1.1449
6/16/2020,Z022,C07,18794.7184,5.2103,1.077
5/18/2020,Z021,C10,7404.4814,3.6246,0.9492
5/18/2020,Z022,C07,14177.5112,4.8094,0.8347
5/27/2020,Z021,C10,22869.7307,6.4415,1.4834
5/27/2020,Z022,C07,25436.1408,6.0067,1.2465
3/12/2020,Z021,C10,3378.1046,2.0962,0.2182
3/12/2020,Z022,C07,5790.7179,2.2575,0.2308
3/27/2020,Z021,C10,5267.9605,3.0586,0.6773
3/27/2020,Z022,C07,8706.6489,4.0287,0.426
4/11/2020,Z021,C10,4061.5023,3.5777,0.4797
4/11/2020,Z022,C07,5520.6317,3.7939,0.2696
4/7/2020,Z021,C10,8152.5898,4.6975,0.4209
4/7/2020,Z022,C07,9554.697,4.1966,0.3817
6/12/2020,Z021,C10,19802.192,5.8952,1.5637
6/12/2020,Z022,C07,25515.0215,6.1463,1.6954
4/13/2020,Z021,C10,5023.4683,3.4075,0.5477
4/13/2020,Z022,C07,7375.3659,3.8881,0.3279
5/6/2020,Z021,C10,8368.3051,3.5915,0.6233
5/6/2020,Z022,C07,12990.7514,4.1342,0.5327
3/8/2020,Z023,C02,11643.4325,3.739,0.7687
4/19/2020,Z023,C02,4476.0824,3.107,0.107
5/22/2020,Z023,C02,17918.9745,6.267,1.6967
4/23/2020,Z023,C02,12803.3639,5.7472,1.1557
4/8/2020,Z023,C02,6133.9601,4.0114,0.4282
5/23/2020,Z023,C02,20803.1649,6.4096,2.0263
3/7/2020,Z023,C02,8051.2859,3.4712,0.7522
5/15/2020,Z023,C02,11351.3936,4.6932,1.1096
6/4/2020,Z023,C02,17582.0803,6.0506,1.6281
6/1/2020,Z023,C02,8730.8116,4.4065,0.6521
4/29/2020,Z023,C02,6170.3055,3.4137,0.486
5/3/2020,Z023,C02,3375.8851,2.6944,0.4704
3/18/2020,Z023,C02,23044.5326,7.1141,1.7414
3/30/2020,Z023,C02,7525.4682,3.6329,0.4785
4/14/2020,Z023,C02,4744.9332,2.8196,0.0928
6/11/2020,Z023,C02,16111.8154,5.5853,1.7927
4/2/2020,Z023,C02,7060.8929,3.7113,0.6449
5/20/2020,Z023,C02,13657.5058,5.1487,1.0937
4/4/2020,Z023,C02,3761.289,2.9462,0.4934
5/30/2020,Z023,C02,7904.5127,3.5617,0.6818
5/21/2020,Z023,C02,17868.9145,5.3652,1.6812
3/13/2020,Z023,C02,4710.0014,2.1477,0.3013
4/18/2020,Z023,C02,3783.5533,2.9839,0.1316
3/28/2020,Z023,C02,7112.1694,3.7633,0.3119
6/5/2020,Z023,C02,16122.0903,5.4343,1.5078
3/23/2020,Z023,C02,5169.7303,3.4288,0.425
5/7/2020,Z023,C02,14282.8955,5.9373,1.2384
3/4/2020,Z023,C02,14847.4684,4.3955,0.7556
3/15/2020,Z023,C02,7231.3233,3.2869,0.4542
5/16/2020,Z023,C02,6518.4024,3.4765,0.9272
6/6/2020,Z023,C02,12128.6975,4.8782,1.0351
5/2/2020,Z023,C02,5104.7451,3.651,0.4156
5/25/2020,Z023,C02,13171.4425,5.6901,1.1383
5/26/2020,Z023,C02,13001.3201,4.9233,0.7493
6/7/2020,Z023,C02,5079.729,3.0441,0.4914
3/25/2020,Z023,C02,5913.1763,3.1943,0.4379
4/12/2020,Z023,C02,4286.2894,3.7364,0.2384
4/28/2020,Z023,C02,13539.0549,5.7104,1.1844
6/9/2020,Z023,C02,10749.1149,4.2799,1.0519
6/13/2020,Z023,C02,17365.2532,6.1008,1.6118
3/22/2020,Z023,C02,4765.485,3.3381,0.2543
5/14/2020,Z023,C02,9999.608,4.0989,0.9407
3/24/2020,Z023,C02,8148.3941,3.3113,0.4125
3/6/2020,Z023,C02,8743.4741,3.6478,0.7609
5/29/2020,Z023,C02,19507.6211,6.6594,1.6775
6/17/2020,Z023,C02,13999.403,5.0376,1.4292
5/11/2020,Z023,C02,16364.2333,6.3768,1.2875
3/14/2020,Z023,C02,2594.1428,1.9709,0.1793
4/16/2020,Z023,C02,4876.632,2.7288,0.2267
5/17/2020,Z023,C02,8255.0933,4.5025,0.8953
3/16/2020,Z023,C02,9233.2116,3.9667,0.7241
4/9/2020,Z023,C02,4356.3234,3.1955,0.2939
3/10/2020,Z023,C02,11661.3124,4.0076,0.6667
3/17/2020,Z023,C02,16512.5317,5.8518,1.1721
4/21/2020,Z023,C02,11673.7868,5.4656,0.9727
6/3/2020,Z023,C02,16832.1299,6.1994,2.0546
6/14/2020,Z023,C02,17689.5813,5.8221,1.5795
3/26/2020,Z023,C02,7087.5069,3.5346,0.4532
6/8/2020,Z023,C02,8698.5075,3.3033,0.8365
5/8/2020,Z023,C02,14601.3334,5.6811,1.199
4/5/2020,Z023,C02,3134.1018,2.8514,0.3591
3/2/2020,Z023,C02,10761.2702,3.8448,0.6611
5/24/2020,Z023,C02,14522.9353,5.8111,1.3034
5/10/2020,Z023,C02,12629.082,5.0887,0.9075
5/5/2020,Z023,C02,12262.8304,5.0305,1.2734
4/30/2020,Z023,C02,6067.9411,3.5076,0.3994
3/9/2020,Z023,C02,10882.5301,4.1539,0.7032
3/31/2020,Z023,C02,7570.8686,3.9904,0.6211
6/2/2020,Z023,C02,9810.9396,4.4646,0.7902
4/25/2020,Z023,C02,10715.5883,5.3635,0.9877
3/20/2020,Z023,C02,9354.1282,4.1454,0.6057
4/22/2020,Z023,C02,10885.0427,5.4617,0.8865
5/4/2020,Z023,C02,12825.3297,5.0217,1.2614
5/13/2020,Z023,C02,7494.8084,3.2058,0.6541
4/1/2020,Z023,C02,9394.5649,4.2053,0.7753
4/6/2020,Z023,C02,6651.9771,3.9929,0.4662
4/26/2020,Z023,C02,9199.0813,5.027,0.7706
3/11/2020,Z023,C02,5665.226,2.3262,0.1672
3/1/2020,Z023,C02,11376.0217,3.7207,0.6698
4/15/2020,Z023,C02,6438.3823,3.2266,0.2155
4/17/2020,Z023,C02,4478.5505,3.175,0.2366
4/20/2020,Z023,C02,6722.0576,3.7673,0.2604
5/1/2020,Z023,C02,8488.9566,4.1467,0.6104
3/3/2020,Z023,C02,15125.2283,4.0163,0.7195
6/10/2020,Z023,C02,11503.7254,4.2103,0.9966
4/3/2020,Z023,C02,6372.9037,3.6328,0.5889
4/10/2020,Z023,C02,6446.0435,3.5933,0.4413
5/31/2020,Z023,C02,6892.3765,3.7996,0.5177
4/27/2020,Z023,C02,17436.2857,7.411,1.5822
5/28/2020,Z023,C02,21602.275,6.8528,1.7533
3/21/2020,Z023,C02,6965.0742,3.4773,0.4413
3/19/2020,Z023,C02,10625.204,5.0438,0.6737
5/12/2020,Z023,C02,7307.8794,4.1818,0.7316
6/15/2020,Z023,C02,17243.9829,5.8634,1.4522
5/9/2020,Z023,C02,18616.0396,6.75,1.8377
5/19/2020,Z023,C02,7450.127,3.5823,1.0993
3/5/2020,Z023,C02,15070.8165,4.6031,1.0236
3/29/2020,Z023,C02,3923.8278,3.3873,0.3654
4/24/2020,Z023,C02,11912.1096,4.893,0.9989
6/16/2020,Z023,C02,16867.7739,6.1423,1.5622
5/18/2020,Z023,C02,11210.9134,4.8322,1.2024
5/27/2020,Z023,C02,19759.0847,6.5019,1.7032
3/12/2020,Z023,C02,4437.9549,2.1954,0.197
3/27/2020,Z023,C02,6172.4907,3.9642,0.5919
4/11/2020,Z023,C02,4132.7793,3.4868,0.366
4/7/2020,Z023,C02,6404.2994,4.343,0.4583
6/12/2020,Z023,C02,26075.8696,7.4878,2.4656
4/13/2020,Z023,C02,6441.0052,4.1592,0.3657
5/6/2020,Z023,C02,7492.8611,3.5131,0.7508
3/8/2020,Z024,C08,10454.2599,4.5,0
4/19/2020,Z024,C08,3879.9622,2,0.3333
4/23/2020,Z024,C08,3926.452,3,0.5
4/8/2020,Z024,C08,11471.5287,2,0
5/23/2020,Z024,C08,160770.0805,25.5,4.5
3/7/2020,Z024,C08,9973.3447,4,1
5/15/2020,Z024,C08,19936.0708,10,0
6/4/2020,Z024,C08,19425.9979,2.3333,0
6/1/2020,Z024,C08,15078.5553,4.5,0
4/29/2020,Z024,C08,1494.705,1.5,0
5/3/2020,Z024,C08,7981.3994,2.5,0
3/18/2020,Z024,C08,36687.7015,25.5,0.5
4/14/2020,Z024,C08,0,1,0
6/11/2020,Z024,C08,86600.787,18.5,0.5
4/2/2020,Z024,C08,20266.7854,13,0
5/20/2020,Z024,C08,1002.4649,1.5,0.5
4/4/2020,Z024,C08,33204.7311,9.75,0.25
5/30/2020,Z024,C08,30977.1135,12,0
5/21/2020,Z024,C08,0,1,0
4/18/2020,Z024,C08,7388.9115,2,0.6667
3/28/2020,Z024,C08,0,1,0
6/5/2020,Z024,C08,4968.6559,1.5,0
3/23/2020,Z024,C08,1787.0558,6,0
5/7/2020,Z024,C08,2704.0502,1.6667,0.3333
3/15/2020,Z024,C08,122544.1646,14,0
5/16/2020,Z024,C08,53974.9761,9,1.5
6/6/2020,Z024,C08,68215.8945,17.5,2.5
5/2/2020,Z024,C08,11201.9396,2.5,0.5
5/25/2020,Z024,C08,0,1,0
5/26/2020,Z024,C08,4055.3437,1.3333,0.3333
3/25/2020,Z024,C08,3672.7525,6,0
4/28/2020,Z024,C08,3955.4798,3.5,0.5
6/9/2020,Z024,C08,0,1,0
6/13/2020,Z024,C08,5570.7324,2.5,0
3/22/2020,Z024,C08,10225.037,3,0
3/24/2020,Z024,C08,0,1,0
3/6/2020,Z024,C08,0,1,0
5/29/2020,Z024,C08,123594.6902,37,4
6/17/2020,Z024,C08,1753.8857,2,1
4/16/2020,Z024,C08,6014.7892,1.5,0.5
5/17/2020,Z024,C08,10090.854,6,0
3/16/2020,Z024,C08,12782.148,4.6667,0
4/9/2020,Z024,C08,15434.7405,5.5,2
3/10/2020,Z024,C08,15682.2008,3.5,0.75
4/21/2020,Z024,C08,5083.8053,2,1
6/3/2020,Z024,C08,162605.8656,77,12
6/14/2020,Z024,C08,20307.658,8,1.25
3/26/2020,Z024,C08,39501.8283,9,0.6667
6/8/2020,Z024,C08,51.893,1.3333,0
5/8/2020,Z024,C08,3638.4498,3,0
3/2/2020,Z024,C08,30788.4219,8.3333,1.6667
5/24/2020,Z024,C08,44733.5291,12,1.25
5/10/2020,Z024,C08,24136.9116,10.75,0
5/5/2020,Z024,C08,12297.1658,4,0
4/25/2020,Z024,C08,20507.7431,2.5,0
3/20/2020,Z024,C08,2430.4581,2,1
4/22/2020,Z024,C08,0,1,0
5/4/2020,Z024,C08,86592.1856,18,3
5/13/2020,Z024,C08,29920.0257,3,2
4/1/2020,Z024,C08,13239.7992,6,0
4/6/2020,Z024,C08,0,1,0
4/26/2020,Z024,C08,0,1,0
3/11/2020,Z024,C08,0,1,0
3/1/2020,Z024,C08,4223.948,2,0.25
4/15/2020,Z024,C08,0,1,0
4/17/2020,Z024,C08,8162.6809,2,1
4/20/2020,Z024,C08,0,1,0
5/1/2020,Z024,C08,15261.2883,3.3333,0.3333
3/3/2020,Z024,C08,0,1,0
6/10/2020,Z024,C08,4360.6343,3,0
4/3/2020,Z024,C08,69411.6861,20,0
4/10/2020,Z024,C08,15074.3618,3.5,0
5/31/2020,Z024,C08,113187.7568,18.5,0
4/27/2020,Z024,C08,102454.3867,21,3
5/28/2020,Z024,C08,61656.7424,30,1
3/21/2020,Z024,C08,14017.1095,3.4,0.1
3/19/2020,Z024,C08,4811.2303,3,0.3333
5/12/2020,Z024,C08,4864.2969,1.5,0.5
6/15/2020,Z024,C08,138200.3967,32,0
5/9/2020,Z024,C08,2807.47,2,0
5/19/2020,Z024,C08,13902.3027,8,4
3/5/2020,Z024,C08,11885.7263,1.5,0
3/29/2020,Z024,C08,0,1,0
4/24/2020,Z024,C08,0,1,0
6/16/2020,Z024,C08,11541.1494,3,0
5/27/2020,Z024,C08,0,1,0
3/12/2020,Z024,C08,5653.1524,2,1
3/27/2020,Z024,C08,14247.9521,2,1
4/11/2020,Z024,C08,28970.9923,6.5,0
4/7/2020,Z024,C08,17971.6933,7,0.3333
6/12/2020,Z024,C08,0,1,0
4/13/2020,Z024,C08,9255.9626,2.5,1
5/6/2020,Z024,C08,18777.9,11,0
3/8/2020,Z025,C01,9031.8462,3.8239,0.6274
4/19/2020,Z025,C01,4266.7471,3.2176,0.3354
5/22/2020,Z025,C01,14834.2688,6.1846,1.6923
4/23/2020,Z025,C01,9994.0158,4.9573,1.1727
4/8/2020,Z025,C01,6358.3458,4.0571,0.4993
5/23/2020,Z025,C01,16236.5525,6.177,1.7102
3/7/2020,Z025,C01,7233.6176,3.6733,0.6707
5/15/2020,Z025,C01,11178.8034,4.9754,1.2012
6/4/2020,Z025,C01,16592.3271,6.2644,1.8158
6/1/2020,Z025,C01,6349.6847,3.9775,0.7117
4/29/2020,Z025,C01,6195.8403,3.5354,0.5543
5/3/2020,Z025,C01,3975.224,3.1652,0.3534
3/18/2020,Z025,C01,18240.556,7.0607,2.0212
3/30/2020,Z025,C01,8214.8367,3.7636,0.4565
4/14/2020,Z025,C01,4278.6817,2.9164,0.2806
6/11/2020,Z025,C01,12580.4635,5.296,1.6093
4/2/2020,Z025,C01,7273.2423,4.501,0.5358
5/20/2020,Z025,C01,11589.0314,5.4139,1.1828
4/4/2020,Z025,C01,4603.148,3.4432,0.3113
5/30/2020,Z025,C01,6552.9585,3.557,0.6058
5/21/2020,Z025,C01,16095.561,6.3659,1.7711
3/13/2020,Z025,C01,4734.9435,2.4391,0.2322
4/18/2020,Z025,C01,3556.5495,2.9204,0.3379
3/28/2020,Z025,C01,5442.8066,3.6357,0.3909
6/5/2020,Z025,C01,17233.8305,5.8329,1.5752
3/23/2020,Z025,C01,6881.409,4.0403,0.4382
5/7/2020,Z025,C01,12699.6026,5.4336,1.4557
3/4/2020,Z025,C01,11664.6827,4.2125,0.8985
3/15/2020,Z025,C01,6056.6922,3.17,0.4923
5/16/2020,Z025,C01,6153.2886,3.784,0.8396
6/6/2020,Z025,C01,10904.7447,4.7849,0.998
5/2/2020,Z025,C01,5387.4702,3.7921,0.5446
5/25/2020,Z025,C01,8513.4464,4.8826,0.8842
5/26/2020,Z025,C01,8387.7958,4.0462,0.7169
6/7/2020,Z025,C01,5946.3481,3.5048,0.4665
3/25/2020,Z025,C01,4989.9699,3.364,0.4283
4/12/2020,Z025,C01,4117.7792,3.8397,0.3321
4/28/2020,Z025,C01,10868.5398,5.0681,1.3115
6/9/2020,Z025,C01,11907.4987,4.9719,1.1602
6/13/2020,Z025,C01,16031.6031,6.0955,1.5405
3/22/2020,Z025,C01,4403.784,3.2462,0.3477
5/14/2020,Z025,C01,11408.6382,5.1474,1.0097
3/24/2020,Z025,C01,8165.9142,3.5414,0.4022
3/6/2020,Z025,C01,8488.3122,3.8997,0.8439
5/29/2020,Z025,C01,13025.6036,5.6969,1.4653
6/17/2020,Z025,C01,15537.6002,6.1799,1.643
5/11/2020,Z025,C01,11048.8318,5.2576,1.3062
3/14/2020,Z025,C01,2954.9225,2.118,0.2377
4/16/2020,Z025,C01,5974.1939,3.291,0.2631
5/17/2020,Z025,C01,8812.2777,4.773,0.9452
3/16/2020,Z025,C01,8263.7036,3.8311,0.7654
4/9/2020,Z025,C01,4602.1914,3.2867,0.3638
3/10/2020,Z025,C01,10513.5167,4.0086,0.772
3/17/2020,Z025,C01,15301.7919,5.709,1.3051
4/21/2020,Z025,C01,9443.8958,5.0076,1.0609
6/3/2020,Z025,C01,16425.2769,6.4104,2.0041
6/14/2020,Z025,C01,15334.8918,5.8308,1.5448
3/26/2020,Z025,C01,7780.7934,3.8956,0.5148
6/8/2020,Z025,C01,10715.5307,3.7063,0.6909
5/8/2020,Z025,C01,11301.4621,5.0936,1.3245
4/5/2020,Z025,C01,3524.837,3.3453,0.2339
3/2/2020,Z025,C01,8856.8061,3.7421,0.7728
5/24/2020,Z025,C01,12088.0855,5.508,1.2244
5/10/2020,Z025,C01,9878.0033,5.0029,0.8633
5/5/2020,Z025,C01,10801.4653,4.9886,1.344
4/30/2020,Z025,C01,4404.4016,2.976,0.4259
3/9/2020,Z025,C01,9046.9744,3.938,0.8528
3/31/2020,Z025,C01,7346.8484,4.5427,0.5679
6/2/2020,Z025,C01,10189.0646,4.2957,0.8104
4/25/2020,Z025,C01,9255.634,5.3212,1.1803
3/20/2020,Z025,C01,8993.6165,3.9017,0.787
4/22/2020,Z025,C01,10170.0478,5.4378,1.1419
5/4/2020,Z025,C01,11749.3855,5.4011,1.5118
5/13/2020,Z025,C01,9641.6206,3.6392,0.5323
4/1/2020,Z025,C01,9531.4708,4.9577,0.8068
4/6/2020,Z025,C01,6424.4444,4.5924,0.5314
4/26/2020,Z025,C01,6167.5076,4.5463,0.7928
3/11/2020,Z025,C01,4307.2224,2.2385,0.225
3/1/2020,Z025,C01,7921.8813,3.5328,0.6881
4/15/2020,Z025,C01,5872.2504,3.2871,0.2786
4/17/2020,Z025,C01,4404.5028,3.3209,0.4092
4/20/2020,Z025,C01,5071.9457,3.5943,0.3983
5/1/2020,Z025,C01,7160.8643,3.8574,0.7823
3/3/2020,Z025,C01,10664.3069,3.8741,0.8148
6/10/2020,Z025,C01,9810.374,4.3364,0.9472
4/3/2020,Z025,C01,6923.6454,4.0632,0.4825
4/10/2020,Z025,C01,5858.7227,3.5455,0.522
5/31/2020,Z025,C01,4272.0657,3.2146,0.494
